,,Location 2021,,-->,Location 2022,AIFDB,,,,Corpus Exists in AIFDB?,Most Recent Map in Corpus,Participants Tidied?,Transcript added to edit link?,2021 Corpus Edit LInk,2022 Corpus Edit Link,Text Present 2021 Location,Text Present 2022 Location,Progress Sheet Link,Transcript Google Doc link
Testrun,Corpus,AIFDBQT Map,AIFDB Map,,AIFDB Map,Old ID,,,Part number,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18818,18818,,,18818,,,49,n,18977,,,,,,,,
cutietestrun30July2020,cutietestrun30July2020,18815,18815,,,,,,50,y,18815,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18454,18454,,,,,,1,y,18454,,y,http://corpora.aifdb.org/edit.php?k=66edb6ce491768ffdb45d0b77165491f,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=206495155,https://docs.google.com/document/d/18HF5RNfsnnby9a4zG8FGxBM4icKEi0CHHTvXOQA-IBQ/edit?usp=sharing
cutietestrun18June2020,cutietestrun18June2020,18456,18456,,,,,,2,y,18456,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18453,18453,,,,,,3,y,18453,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18457,18457,,,,,,4,y,18457,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18468,18468,,,,,,5,y,18468,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18455,18455,,,,,,6,y,18455,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18460,18460,,,,,,7,y,18460,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18459,18459,,,,,,8,y,18459,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18462,18462,,,,,,9,y,18462,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18470,18470,,,,,,10,y,18470,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18469,18469,,,,,,11,y,18469,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18476,25420,,,18476,,,12,y,25420,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18472,25421,,,18472,,,13,y,25421,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18463,18463,,,,,,14,y,18463,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18466,18466,,,,,,15,y,18466,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18471,18471,,,,,,16,y,18471,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18464,18464,,,,,,17,y,18464,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18461,18461,,,,,,18,y,18461,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18475,18475,,,,,,19,y,18475,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18467,18467,,,,,,20,y,18467,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18465,18465,,,,,,21,y,18465,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18474,18474,,,,,,22,y,18474,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18479,18479,,,,,,23,y,18479,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18480,18480,,,,,,24,y,18480,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18478,18478,,,,,,25,y,18478,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18473,18473,,,,,,26,y,18473,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18482,18482,,,,,,27,y,18482,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18485,18485,,,,,,28,y,18485,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18500,18500,,,,,,29,y,18500,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18487,18487,,,,,,30,y,18487,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18484,18484,,,,,,31,y,18484,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18504,18504,,,,,,32,y,18504,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18481,18481,,,,,,33,y,18481,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18497,18497,,,,,,34,y,18497,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18502,18502,,,,,,35,y,18502,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18488,18488,,,,,,36,y,18488,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18483,18483,,,,,,37,y,18483,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18503,18503,,,,,,38,y,18503,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18501,18501,,,,,,39,y,18501,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18499,25424,,,18499,,,40,y,25424,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18486,18486,,,,,,41,y,18486,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18495,18495,,,,,,42,y,18495,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18507,18507,,,,,,43,y,18507,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18506,18506,,,,,,44,y,18506,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18496,18496,,,,,,45,y,18496,,,,,,,,
cutietestrun18June2020,cutietestrun18June2020,18498,18498,,,,,,46,y,18498,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18266,18266,,,,,,1,y,18266,,y,http://corpora.aifdb.org/edit.php?k=8758742a9ae7cb2d8b49c3283947f310,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=30571066,https://docs.google.com/document/d/1FGQE2O8tYaxlowcp79tV9lT3WNzvnE86FnRjymHqdZ8/edit?usp=sharing
cutietestrun4June2020,cutietestrun4June2020,18265,18265,,,,,,2,y,18265,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18267,18267,,,,,,3,y,18267,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18273,18273,,,,,,4,y,18273,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18272,18272,,,,,,5,y,18272,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18269,25411,,,18269,,,6,y,25411,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18274,18274,,,,,,7,y,18274,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18284,18284,,,,,,8,y,18284,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18271,18271,,,,,,9,y,18271,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18297,18297,,,,,,10,y,18297,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18280,18280,,,,,,11,y,18280,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18283,18283,,,,,,12,y,18283,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18287,18287,,,,,,13,y,18287,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18293,18293,,,,,,14,y,18293,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18290,18290,,,,,,15,y,18290,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18289,18289,,,,,,16,y,18289,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18275,18275,,,,,,17,y,18275,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18288,18288,,,,,,18,y,18288,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18281,18281,,,,,,19,y,18281,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18291,18291,,,,,,20,y,18291,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18286,18286,,,,,,21,y,18286,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18285,18285,,,,,,22,y,18285,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18295,18295,,,,,,23,y,18295,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18282,18282,,,,,,24,y,18282,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18298,18298,,,,,,25,y,18298,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18292,18292,,,,,,26,y,18292,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18303,25413,,,18303,,,27,y,25413,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18314,18314,,,,,,28,y,18314,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18320,18320,,,,,,29,y,18320,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18307,18307,,,,,,30,y,18307,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18302,18302,,,,,,31,y,18302,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18313,18313,,,,,,32,y,18313,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18299,18299,,,,,,33,y,18299,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18311,18311,,,,,,34,y,18311,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18317,18317,,,,,,35,y,18317,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18306,18306,,,,,,36,y,18306,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18310,18310,,,,,,37,y,18310,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18301,18301,,,,,,38,y,18301,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18300,18300,,,,,,39,y,18300,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18308,18308,,,,,,40,y,18308,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18322,18322,,,,,,41,y,18322,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18319,18319,,,,,,42,y,18319,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18321,18321,,,,,,43,y,18321,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18315,18315,,,,,,44,y,18315,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18309,18309,,,,,,45,y,18309,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18316,18316,,,,,,46,y,18316,,,,,,,,
cutietestrun4June2020,cutietestrun4June2020,18313,18318,,,18313,,,47,y,18318,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17918,17918,,,,,,1,y,17918,,y,http://corpora.aifdb.org/edit.php?k=896c2a541577f7ad1496826aadeba473,,,,,https://docs.google.com/document/d/1LfyblTUknMSnO7-HpxBzoQHvjBJSdH-T7EnsSr5piio/edit?usp=sharing
cutietestrun28May2020,cutietestrun28May2020,17919,17919,,,,,,6,y,17919,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17921,17921,,,,,,4,y,17921,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17923,17923,,,,,,5,y,17923,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17925,17925,,,,,,2,y,17925,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17929,17929,,,,,,3,y,17929,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17930,17930,,,,,,7,y,17930,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17933,17933,,,,,,19,y,17933,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17932,17932,,,,,,20,y,17932,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17934,17934,,,,,,21,y,17934,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17937,17937,,,,,,22,y,17937,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17938,17938,,,,,,16,y,17938,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17940,17940,,,,,,10,y,17940,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17941,17941,,,,,,18,y,17941,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17944,17944,,,,,,8,y,17944,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17945,17945,,,,,,11,y,17945,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17952,17952,,,,,,9,y,17952,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17958,17958,,,,,,12,y,17958,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17957,17957,,,,,,13,y,17957,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17959,17959,,,,,,23,y,17959,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17960,17960,,,,,,24,y,17960,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17961,17961,,,,,,26,y,17961,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17962,17962,,,,,,14,y,17962,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17964,17964,,,,,,27,y,17964,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17963,17963,,,,,,17,y,17963,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17966,17966,,,,,,28,y,17966,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17968,17968,,,,,,32,y,17968,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17972,17972,,,,,,25,y,17972,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17971,17971,,,,,,29,y,17971,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17974,17974,,,,,,31,y,17974,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17973,25429,,,17973,,,34,y,25429,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,17975,17975,,,,,,33,y,17975,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,,18985,,,,,,35,y,18985,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,,18994,,,,,,37,y,18994,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,,18673,,,,,,36,y,18673,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,,18989,,,,,,30,y,18989,,,,,,,,
cutietestrun28May2020,cutietestrun28May2020,,26067,,,,,,15,y,26067,,,,,,,,
